CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM
100008956,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",,,,
100008957,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",,,,
100008962,Drug,Xenobiotics,,,,,
100008963,Drug,Xenobiotics,,,,,
100008964,Drug,Xenobiotics,,,,,
100008967,,,,,,,
100008971,Drug,Xenobiotics,,,,,
100008974,Drug,Xenobiotics,,,,,
100008976,Phospholipid Metabolism,Lipid,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,,,HMDB08994,9546749.0
100008977,Phospholipid Metabolism,Lipid,1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),,,HMDB09003,5289133.0
100008980,Phospholipid Metabolism,Lipid,1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,,,HMDB08039,
100008984,Phospholipid Metabolism,Lipid,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,,,HMDB07969,
100008989,Phospholipid Metabolism,Lipid,1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*,,,HMDB07984,
100008990,Phospholipid Metabolism,Lipid,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,,,HMDB05323,9546800.0
100008991,Phospholipid Metabolism,Lipid,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,,,HMDB05324,9546799.0
100008992,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,,,HMDB05334,9546798.0
100008993,Phospholipid Metabolism,Lipid,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,,,HMDB09789,
100008994,Phospholipid Metabolism,Lipid,1-stearoyl-2-linoleoyl-GPI (18:0/18:2),,,HMDB09809,
100008998,Tocopherol Metabolism,Cofactors and Vitamins,gamma-tocopherol/beta-tocopherol,,,,
100008999,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,,,HMDB05779,9547058.0
100009000,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPE (P-16:0/22:6)*,,,HMDB05780,5283497.0
100009002,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,,,HMDB11352,
100009004,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18:0/22:6)*,,,HMDB11394,
100009005,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,,,HMDB11342,
100009006,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-dihomo-linolenoyl-GPC (P-16:0/20:3)*,,,,
100009007,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,,,,
100009008,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-docosahexaenoyl-GPC (P-16:0/22:6)*,,,,
100009009,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,,,HMDB11211,
100009014,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,,,HMDB11220,
100009015,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18:0/22:6)*,,,HMDB11262,
100009019,Phospholipid Metabolism,Lipid,1-stearyl-2-arachidonoyl-GPC (O-18:0/20:4)*,,,,
100009020,Phospholipid Metabolism,Lipid,1-palmityl-2-oleoyl-GPC (O-16:0/18:1)*,,,,
100009021,Phospholipid Metabolism,Lipid,1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*,,,,6443139.0
100009025,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",,,,
100009026,Sphingolipid Metabolism,Lipid,behenoyl dihydrosphingomyelin (d18:0/22:0)*,,,HMDB12091,
100009027,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",,,HMDB12087,
100009028,Sphingolipid Metabolism,Lipid,N-palmitoyl-sphinganine (d18:0/16:0),5966-29-0,,HMDB11760,5283572.0
100009030,Sphingolipid Metabolism,Lipid,lactosyl-N-palmitoyl-sphingosine (d18:1/16:0),4201-62-1,,,
100009034,Drug,Xenobiotics,cetirizine,83881-51-0,C07778,HMDB05032,2678.0
100009035,Phospholipid Metabolism,Lipid,1-pentadecanoyl-2-linoleoyl-GPC (15:0/18:2)*,,,HMDB07940,
100009036,Phospholipid Metabolism,Lipid,1-margaroyl-2-oleoyl-GPC (17:0/18:1)*,,,,
100009037,Phospholipid Metabolism,Lipid,1-margaroyl-2-linoleoyl-GPC (17:0/18:2)*,,,,
100009038,Sphingolipid Metabolism,Lipid,myristoyl dihydrosphingomyelin (d18:0/14:0)*,,,HMDB12085,
100009043,Tryptophan Metabolism,Amino Acid,7-hydroxyindole sulfate,,,,
100009045,Phenylalanine and Tyrosine Metabolism,Amino Acid,phenylacetylglutamate,,,HMDB59772,11579826.0
100009049,Food Component/Plant,Xenobiotics,4-ethylphenol glucuronide,,,,
100009051,Phospholipid Metabolism,Lipid,1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*,,,HMDB08047,
100009052,Diacylglycerol,Lipid,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,,,HMDB07103,9543695.0
100009055,Diacylglycerol,Lipid,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,,,HMDB07103,
100009066,Phospholipid Metabolism,Lipid,1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*,,,HMDB09783,
100009067,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,,,HMDB09821,
100009069,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,,,HMDB11343,
100009078,Phospholipid Metabolism,Lipid,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,,,HMDB05349,9546753.0
100009082,Lysolipid,Lipid,1-linoleoyl-GPA (18:2)*,,,HMDB07856,
100009122,Phospholipid Metabolism,Lipid,1-pentadecanoyl-2-arachidonoyl-GPC (15:0/20:4)*,,,HMDB07949,
100009123,Phospholipid Metabolism,Lipid,1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*,,,HMDB07958,
100009124,Phospholipid Metabolism,Lipid,1-margaroyl-2-arachidonoyl-GPC (17:0/20:4)*,,,,
100009125,Phospholipid Metabolism,Lipid,1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*,,,,
100009126,,,1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*,,,HMDB08279,
100009130,Phospholipid Metabolism,Lipid,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,,,HMDB08123,
100009132,Phospholipid Metabolism,Lipid,1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*,,,HMDB08156,
100009134,Phospholipid Metabolism,Lipid,1-palmityl-2-linoleoyl-GPC (O-16:0/18:2)*,,,HMDB11151,6443157.0
100009135,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18:0/18:2)*,,,HMDB11244,
100009138,Phospholipid Metabolism,Lipid,1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*,,,HMDB07874,
100009139,Phospholipid Metabolism,Lipid,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,,,HMDB07883,
100009140,Phospholipid Metabolism,Lipid,1-myristoyl-2-docosahexaenoyl-GPC (14:0/22:6)*,,,HMDB07892,
100009141,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,,,HMDB08056,
100009142,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*,,,HMDB08055,
100009143,Phospholipid Metabolism,Lipid,1-palmitoyl-2-adrenoyl-GPC (16:0/22:4)*,,,HMDB07988,
100009146,,,1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*,,,HMDB08054,
100009147,Lyso-phospho-ether,Lipid,1-stearyl-GPC (O-18:0)*,,,HMDB11149,2733532.0
100009148,Phospholipid Metabolism,Lipid,1-oleoyl-2-dihomo-linolenoyl-GPC (18:1/20:3)*,,,HMDB08113,
100009160,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,,,HMDB11207,
100009161,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-myristoyl-GPC (P-16:0/14:0)*,,,HMDB11203,
100009162,Plasmalogen,Lipid,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,,,HMDB11206,11146967.0
100009166,Phospholipid Metabolism,Lipid,"phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*",,,,
100009167,Phospholipid Metabolism,Lipid,"phosphatidylcholine (18:0/20:5, 16:0/22:5n6)*",,,,
100009179,,,1-palmitoyl-2-docosahexaenoyl-GPI (16:0/22:6)*,,,,
100009181,Phospholipid Metabolism,Lipid,1-stearoyl-2-oleoyl-GPI (18:0/18:1)*,,,,
100009184,,,1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,,,HMDB09814,
100009209,Phospholipid Metabolism,Lipid,1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*,,,HMDB08939,
100009215,Phospholipid Metabolism,Lipid,1-stearoyl-2-dihomo-linolenoyl-GPE (18:0/20:3n3 or 6)*,,,HMDB09002,
100009217,Phospholipid Metabolism,Lipid,"1,2-dilinoleoyl-GPE (18:2/18:2)*",,,HMDB09093,9546812.0
100009219,,,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,,,HMDB09069,
100009225,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,,,HMDB11376,
100009227,Lysolipid,Lipid,1-linoleoyl-GPG (18:2)*,,,,
100009232,Tryptophan Metabolism,Amino Acid,thioproline,34592-47-4,,,93176.0
100009233,Fatty Acid Metabolism (Acyl Choline),Lipid,palmitoylcholine,,,,151731.0
100009234,Fatty Acid Metabolism(Acyl Carnitine),Lipid,"trans-3,4-methyleneheptanoylcarnitine",,,,
100009251,Drug,Xenobiotics,,,,,
100009252,Drug,Xenobiotics,,,,,
100009253,Drug,Xenobiotics,mycophenolic acid,24280-93-1,"C20380,D05096",HMDB15159,446541.0
100009254,Drug,Xenobiotics,,,,,
100009256,Food Component/Plant,Xenobiotics,,,,,
100009259,Primary Bile Acid Metabolism,Lipid,glycocholate glucuronide (1),,,,
100009264,Primary Bile Acid Metabolism,Lipid,glycochenodeoxycholate glucuronide (1),,,,
100009271,Fatty Acid Metabolism(Acyl Carnitine),Lipid,(S)-3-hydroxybutyrylcarnitine,,,HMDB13127,
100009272,Sphingolipid Metabolism,Lipid,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),,,,
100009275,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,methylsuccinoylcarnitine,,,,
100009326,Phenylalanine and Tyrosine Metabolism,Amino Acid,catechol glucuronide,,,,75124209.0
100009327,Drug,Xenobiotics,sulfamethoxazole,,"D00285,C07315,D00447",HMDB15150,5329.0
100009331,Phospholipid Metabolism,Lipid,oleoylcholine,,,,
100009332,Phospholipid Metabolism,Lipid,arachidonoylcholine,,,,
100009333,Phospholipid Metabolism,Lipid,docosahexaenoylcholine,,,,
100009335,Phospholipid Metabolism,Lipid,dihomo-linolenoyl-choline,,,,
100009337,Xanthine Metabolism,Xenobiotics,caffeic acid sulfate,,,HMDB41708,
100009343,Phospholipid Metabolism,Lipid,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,,,HMDB08141,
100009345,Phospholipid Metabolism,Lipid,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,,,HMDB08008,
100009346,Phospholipid Metabolism,Lipid,"phosphatidylcholine (14:0/14:0, 16:0/12:0)",,,,
100009347,Phospholipid Metabolism,Lipid,"phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1)*",,,,
100009350,Phospholipid Metabolism,Lipid,1-oleoyl-2-dihomo-linoleoyl-GPC (18:1/20:2)*,,,HMDB08111,
100009364,Phospholipid Metabolism,Lipid,"phosphatidylcholine (18:0/20:2, 20:0/18:2)*",,,,
100009376,,,1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*,,,HMDB11460,
100009378,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-dihomo-linolenoyl-GPE (P-18:0/20:3)*,,,HMDB11384,
100009389,Drug,Xenobiotics,,,,,
100009390,Drug,Xenobiotics,lamotrigine,,D00354,"HMDB14695,HMDB05043",3878.0
100009394,Long Chain Fatty Acid,Lipid,hexadecadienoate (16:2n6),28290-73-5,,HMDB00477,13932172.0
100009406,Fatty Acid Metabolism(Acyl Carnitine),Lipid,palmitoleoylcarnitine (C16:1)*,,,,71464547.0
100009407,Fatty Acid Metabolism(Acyl Carnitine),Lipid,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),,,,
100010850,,,4-hydroxyphenylacetylglutamine,,,,
100010869,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,"2,3-dihydroxy-2-methylbutyrate",14868-24-7,,HMDB29576,301941.0
100010895,"Pyrimidine Metabolism, Cytidine containing",Nucleotide,2'-O-methylcytidine,2140-72-9,,,150971.0
100010896,"Pyrimidine Metabolism, Uracil containing",Nucleotide,2'-O-methyluridine,2140-76-3,,,102212.0
100010901,,,gamma-glutamyl-alpha-lysine,,,,65254.0
100010916,Diacylglycerol,Lipid,palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,,C13861,HMDB07102,
100010917,Diacylglycerol,Lipid,palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,,C13861,HMDB07102,
100010918,Diacylglycerol,Lipid,oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,,,HMDB07218,
100010919,Diacylglycerol,Lipid,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,,,HMDB07218,
100010922,,,linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,,,HMDB07257,
100010925,,,palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,,,HMDB07112,
100010927,,,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,,,HMDB07250,
100010930,,,palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,,,HMDB07132,
100010934,,,"diacylglycerol (14:0/18:1, 16:0/16:1) [1]*",,,,
100010935,,,"diacylglycerol (14:0/18:1, 16:0/16:1) [2]*",,,,
100010936,,,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,,,HMDB07228,
100010937,,,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,,,HMDB07228,
100010940,,,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",,,,
100010941,,,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,,,HMDB07248,
100010949,Diacylglycerol,Lipid,stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,,,,
100010950,Diacylglycerol,Lipid,stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*,,,,
100010955,Chemical,Xenobiotics,perfluorooctanesulfonate (PFOS),1763-23-1,C18142,HMDB59586,74483.0
100010962,,,1-palmityl-GPE (O-16:0)*,,,,
100010966,,,1-palmityl-2-stearoyl-GPC (O-16:0/18:0)*,,,HMDB13405,11803170.0
100015586,Phospholipid Metabolism,Lipid,1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*,,,,145911.0
100015587,Phospholipid Metabolism,Lipid,1-stearyl-2-docosapentaenoyl-GPC (O-18:0/22:5n3)*,,,,
100015592,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n3)*,,,,
100015593,Phospholipid Metabolism,Lipid,1-stearoyl-2-docosapentaenoyl-GPE (18:0/22:5n6)*,,,,
100015594,Phospholipid Metabolism,Lipid,1-stearoyl-2-adrenoyl-GPE (18:0/22:4)*,,,HMDB09009,
100015596,Plasmalogen,Lipid,1-(1-enyl-stearoyl)-2-docosapentaenoyl-GPE (P-18:0/22:5n3)*,,,,
100015605,Phospholipid Metabolism,Lipid,1-palmitoleoyl-2-eicosapentaenoyl-GPC (16:1/20:5)*,,,HMDB08017,
100015618,Diacylglycerol,Lipid,palmitoyl-docosahexaenoyl-glycerol (16:0/22:6) [1]*,,,HMDB07121,
100015620,Sphingolipid Metabolism,Lipid,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,,,,
100015624,Sphingolipid Metabolism,Lipid,N-behenoyl-sphingadienine (d18:2/22:0)*,,,,
100015625,Ceramides,Lipid,glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,,,,
100015640,Endocannabinoid,Lipid,N-palmitoylserine,58725-46-5;474943-14-1,,,6453686.0
100015681,Diacylglycerol,Lipid,palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*,,,,
100015683,Diacylglycerol,Lipid,myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*,,,,
100015687,Phospholipid Metabolism,Lipid,"phosphatidylethanolamine (P-18:1/20:4, P-16:0/22:5n3)*",,,,
100015689,Phospholipid Metabolism,Lipid,1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*,,,,
100015727,Ceramides,Lipid,"ceramide (d16:1/24:1, d18:1/22:1)*",,,,
100015735,Ceramides,Lipid,"ceramide (d18:1/14:0, d16:1/16:0)*",,,,
100015737,Ceramides,Lipid,"ceramide (d18:1/17:0, d17:1/18:0)*",,,,
100015744,Ceramides,Lipid,"ceramide (d18:2/24:1, d18:1/24:2)*",,,,
100015745,Ceramides,Lipid,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",,,,
100015755,Ceramides,Lipid,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",,,,
100015759,Fatty Acid Metabolism (Acyl Choline),Lipid,stearoylcholine*,,,,
100015760,Fatty Acid Metabolism (Acyl Choline),Lipid,linoleoylcholine*,,,,
100015779,Drug,Xenobiotics,,,,,
100015783,Drug,Xenobiotics,trazadone,19794-93-5,"C07156,D08626",HMDB14794,5533.0
100015786,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:0/20:0, d16:0/22:0)*",,,,
100015787,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",,,,
100015788,Sphingolipid Metabolism,Lipid,sphingomyelin (d18:2/18:1)*,,,,
100015789,Sphingolipid Metabolism,Lipid,sphingomyelin (d18:2/24:2)*,,,,
100015790,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:2/21:0, d16:2/23:0)*",,,,
100015791,Sphingolipid Metabolism,Lipid,sphingomyelin (d18:2/23:1)*,,,,
100015792,Sphingolipid Metabolism,Lipid,"sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",,,,
100015793,Sphingolipid Metabolism,Lipid,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",,,,
100015794,Drug,Xenobiotics,dexlansoprazole,138530-94-6,D08903,,9578005.0
100015831,Fatty Acid Metabolism(Acyl Carnitine),Lipid,linolenoylcarnitine (C18:3)*,,,,
100015832,Fatty Acid Metabolism(Acyl Carnitine),Lipid,behenoylcarnitine (C22)*,,,,
100015833,Fatty Acid Metabolism(Acyl Carnitine),Lipid,arachidoylcarnitine (C20)*,,,HMDB06460,
100015834,Fatty Acid Metabolism(Acyl Carnitine),Lipid,lignoceroylcarnitine (C24)*,,,,
100015835,Fatty Acid Metabolism(Acyl Carnitine),Lipid,cerotoylcarnitine (C26)*,,,HMDB06347,
100015836,Fatty Acid Metabolism(Acyl Carnitine),Lipid,ximenoylcarnitine (C26:1)*,,,,
100015837,Fatty Acid Metabolism(Acyl Carnitine),Lipid,arachidonoylcarnitine (C20:4),,,,
100015838,Fatty Acid Metabolism(Acyl Carnitine),Lipid,eicosenoylcarnitine (C20:1)*,,,,
100015839,Fatty Acid Metabolism(Acyl Carnitine),Lipid,dihomo-linoleoylcarnitine (C20:2)*,,,,
100015840,Fatty Acid Metabolism(Acyl Carnitine),Lipid,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,,,,
100015841,Fatty Acid Metabolism(Acyl Carnitine),Lipid,erucoylcarnitine (C22:1)*,,,,
100015845,Fatty Acid Metabolism(Acyl Carnitine),Lipid,docosahexaenoylcarnitine (C22:6)*,,,,
100015846,Fatty Acid Metabolism(Acyl Carnitine),Lipid,nervonoylcarnitine (C24:1)*,,,,
100015850,Fatty Acid Metabolism(Acyl Carnitine),Lipid,adrenoylcarnitine (C22:4)*,,,,
100015851,Fatty Acid Metabolism(Acyl Carnitine),Lipid,docosapentaenoylcarnitine (C22:5n3)*,,,,
100015873,Drug,Xenobiotics,levetiracetam,102767-28-2,"D00709,C07841",,5284583.0
100015899,Drug,Xenobiotics,,,,,
100015914,Phospholipid Metabolism,Lipid,1-lignoceroyl-2-arachidonoyl-GPC (24:0/20:4)*,,,,
100015962,Lysine Metabolism,Amino Acid,"N,N,N-trimethyl-5-aminovalerate",,,,14274897.0
100015965,Food Component/Plant,Xenobiotics,ethyl alpha-glucopyranoside,34625-23-5,,,428040.0
100015966,Food Component/Plant,Xenobiotics,carotene diol (1),,,,
100015967,Food Component/Plant,Xenobiotics,carotene diol (2),,,,
100015968,Food Component/Plant,Xenobiotics,carotene diol (3),,,,
100015971,Corticosteroids,Lipid,cortolone glucuronide (1),,,,
100015972,Drug,Xenobiotics,,,,,
100016038,Polyamine Metabolism,Amino Acid,(N(1) + N(8))-acetylspermidine,14278-49-0,C00612,HMDB01276,496.0
100016069,Fatty Acid Metabolism(Acyl Carnitine),Lipid,5-dodecenoylcarnitine (C12:1),,,HMDB13326,
100016110,Fatty Acid Metabolism(Acyl Glycine),Lipid,2-butenoylglycine,71428-89-2,,,6303498.0
100019794,"Fatty Acid, Dicarboxylate",Lipid,hydroxy-CMPF*,,,,
100019884,Fatty Acid Metabolism(Acyl Glycine),Lipid,trans-2-hexenoylglycine,,,,
100019972,"Fatty Acid, Dicarboxylate",Lipid,dodecenedioate (C12:1-DC)*,,,,
100019975,"Fatty Acid, Dicarboxylate",Lipid,hexadecenedioate (C16:1-DC)*,,,,
100019978,"Fatty Acid, Dicarboxylate",Lipid,octadecenedioate (C18:1-DC),,,,
100019982,"Fatty Acid, Dicarboxylate",Lipid,octadecadienedioate (C18:2-DC)*,,,,
100019988,Partially Characterized Molecules,Partially Characterized Molecules,glucuronide of C19H28O4 (2)*,,,,
100019990,Partially Characterized Molecules,Partially Characterized Molecules,glucuronide of C10H18O2 (1)*,,,,
100020004,"Fatty Acid, Dicarboxylate",Lipid,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,,,,194501.0
100020014,Partially Characterized Molecules,Partially Characterized Molecules,glucuronide of C10H18O2 (7)*,,,,
100020203,Food Component/Plant,Xenobiotics,3-hydroxystachydrine*,,,,442640.0
100020204,"Fatty Acid, Amino",Lipid,N-acetyl-2-aminooctanoate*,,,HMDB59745,95555.0
100020205,Alanine and Aspartate Metabolism,Amino Acid,hydroxyasparagine**,,C03124,HMDB32332,97663.0
100020208,Chemical,Xenobiotics,perfluorooctanoate (PFOA),,,HMDB59587,9554.0
100020214,Primary Bile Acid Metabolism,Lipid,glyco-beta-muricholate**,,,,
100020219,Food Component/Plant,Xenobiotics,3-formylindole,487-89-8,C08493,HMDB29737,10256.0
100020227,Modified Peptides,Peptide,pyroglutamylalanine*,,,,159907.0
100020234,Modified Peptides,Peptide,pyroglutamylleucine*,,,,
100020241,Gamma-glutamyl Amino Acid,Peptide,gamma-glutamylcitrulline*,,,,
100020243,Drug - Antibiotic,Xenobiotics,N4-acetylsulfamethoxazole*,,"C13061,D01601",HMDB13854,65280.0
100020253,Partially Characterized Molecules,Partially Characterized Molecules,glycine conjugate of C10H12O2*,,,,
100020254,Partially Characterized Molecules,Partially Characterized Molecules,glycine conjugate of C10H14O2 (1)*,,,,
100020259,Partially Characterized Molecules,Partially Characterized Molecules,glutamine conjugate of C7H12O2*,,,,
100020261,Partially Characterized Molecules,Partially Characterized Molecules,glutamine conjugate of C6H10O2 (1)*,,,,
100020262,Partially Characterized Molecules,Partially Characterized Molecules,glutamine conjugate of C6H10O2 (2)*,,,,
100020343,Polyunsaturated Fatty Acid (n3 and n6),Lipid,tetradecadienoate (14:2)*,39039-37-7,,HMDB00560,5312409.0
100020361,Urea cycle; Arginine and Proline Metabolism,Amino Acid,3-amino-2-piperidone,1892-22-4,,HMDB00323,5200225.0
100020371,Alanine and Aspartate Metabolism,Amino Acid,"N,N-dimethylalanine",2812-31-9,,,5488191.0
100020372,Food Component/Plant,Xenobiotics,3-indoleglyoxylic acid,1477-49-2,,,73863.0
100020377,Food Component/Plant,Xenobiotics,ethyl beta-glucopyranoside,,,,121667.0
100020378,"Fatty Acid, Dicarboxylate",Lipid,2-hydroxysebacate,103963-71-9,,HMDB00424,128458.0
100020407,Food Component/Plant,Xenobiotics,enterolactone sulfate,,,,
100020409,Ascorbate and Aldarate Metabolism,Cofactors and Vitamins,ascorbic acid 3-sulfate*,,,,11425365.0
100020414,Tryptophan Metabolism,Amino Acid,6-bromotryptophan,,,,96735.0
100020419,Phenylalanine Metabolism,Amino Acid,1-carboxyethylphenylalanine,,,,
100020423,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,1-carboxyethylvaline,,,,
100020425,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,1-carboxyethylleucine,,,,
100020427,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,1-carboxyethylisoleucine,,,,
100020478,"Fatty Acid, Dicarboxylate",Lipid,dodecadienoate (12:2)*,,,,
100020487,Polyamine Metabolism,Amino Acid,N-acetyl-isoputreanine,,,,131802901.0
100020491,Food Component/Plant,Xenobiotics,glucuronide of piperine metabolite C17H21NO3 (3)*,,,,
100020492,Food Component/Plant,Xenobiotics,glucuronide of piperine metabolite C17H21NO3 (4)*,,,,
100020493,Food Component/Plant,Xenobiotics,glucuronide of piperine metabolite C17H21NO3 (5)*,,,,
100020496,Food Component/Plant,Xenobiotics,sulfate of piperine metabolite C16H19NO3 (2)*,,,,
100020497,Food Component/Plant,Xenobiotics,sulfate of piperine metabolite C16H19NO3 (3)*,,,,
100020502,Food Component/Plant,Xenobiotics,sulfate of piperine metabolite C18H21NO3 (1)*,,,,
100020515,Chemical,Xenobiotics,2-naphthol sulfate,,,,74428.0
100020536,Benzoate Metabolism,Xenobiotics,4-ethylcatechol sulfate,,,,
100020541,Androgenic Steroids,Lipid,11beta-hydroxyandrosterone glucuronide,,,,
100020545,Lysine Metabolism,Amino Acid,"N2-acetyl,N6,N6-dimethyllysine",,,,
100020549,Primary Bile Acid Metabolism,Lipid,cholic acid glucuronide,,,,
100020550,Secondary Bile Acid Metabolism,Lipid,deoxycholic acid glucuronide,,,,
100020591,Chemical,Xenobiotics,3-hydroxypyridine glucuronide,,,,
100020631,Fatty Acid Metabolism (Acyl Glutamine),Lipid,4-methylhexanoylglutamine,,,,
100020819,Secondary Bile Acid Metabolism,Lipid,glycoursodeoxycholic acid sulfate (1),,,,
100020822,Food Component/Plant,Xenobiotics,dihydrocaffeate sulfate (2),,,,49844181.0
100020823,Secondary Bile Acid Metabolism,Lipid,lithocholate sulfate (1),,,,
